CHROM	POS	PLAF
Pf3D7_14_v3	37715	0
Pf3D7_14_v3	37748	0
Pf3D7_14_v3	37749	0
Pf3D7_14_v3	37769	0
Pf3D7_14_v3	37777	0
Pf3D7_14_v3	37794	0
Pf3D7_14_v3	37812	0
Pf3D7_14_v3	37817	0
Pf3D7_14_v3	37822	0.286391017018522
Pf3D7_14_v3	37828	0
Pf3D7_14_v3	37830	0.159473923935313
Pf3D7_14_v3	37831	0.267751565884197
Pf3D7_14_v3	37841	0
Pf3D7_14_v3	37856	0.223688991159003
Pf3D7_14_v3	37885	0.53761028861967
Pf3D7_14_v3	37901	0
Pf3D7_14_v3	37904	0
Pf3D7_14_v3	37940	0
Pf3D7_14_v3	37944	0
Pf3D7_14_v3	37945	0
Pf3D7_14_v3	37975	0
Pf3D7_14_v3	37998	0
Pf3D7_14_v3	38003	0.000216896215161034
Pf3D7_14_v3	38009	0
Pf3D7_14_v3	38026	0
Pf3D7_14_v3	38031	0
Pf3D7_14_v3	38041	0
Pf3D7_14_v3	38042	0.186233498125703
Pf3D7_14_v3	38045	0
Pf3D7_14_v3	38047	0
Pf3D7_14_v3	38051	0
Pf3D7_14_v3	38067	0.702151394422273
Pf3D7_14_v3	38077	0
Pf3D7_14_v3	38083	0
Pf3D7_14_v3	38093	0.0605011442990399
Pf3D7_14_v3	38109	0
Pf3D7_14_v3	38116	0
Pf3D7_14_v3	38118	0
Pf3D7_14_v3	38152	0
Pf3D7_14_v3	38156	0
Pf3D7_14_v3	38160	0
Pf3D7_14_v3	38173	0
Pf3D7_14_v3	38175	0
Pf3D7_14_v3	38201	0
Pf3D7_14_v3	38204	0
Pf3D7_14_v3	38221	0.233670812843492
Pf3D7_14_v3	38247	0.00756613145431399
Pf3D7_14_v3	38263	0.027713625866049
Pf3D7_14_v3	38265	0
Pf3D7_14_v3	38277	0
Pf3D7_14_v3	38278	0
Pf3D7_14_v3	38293	0
Pf3D7_14_v3	38311	0
Pf3D7_14_v3	38314	0
Pf3D7_14_v3	38319	0
Pf3D7_14_v3	38368	0
Pf3D7_14_v3	38369	0.00289231681993452
Pf3D7_14_v3	38373	0
Pf3D7_14_v3	38374	0
Pf3D7_14_v3	38384	0.0039189588879027
Pf3D7_14_v3	38397	0
Pf3D7_14_v3	38403	0
Pf3D7_14_v3	38404	0
Pf3D7_14_v3	38428	0
Pf3D7_14_v3	38429	0
Pf3D7_14_v3	38443	0
Pf3D7_14_v3	38459	0.0902301478433097
Pf3D7_14_v3	38465	0
Pf3D7_14_v3	38468	0
Pf3D7_14_v3	38470	0
Pf3D7_14_v3	38502	0
Pf3D7_14_v3	38504	0
Pf3D7_14_v3	38506	0
Pf3D7_14_v3	38508	0
Pf3D7_14_v3	38512	0.00104602510460243
Pf3D7_14_v3	38523	0
Pf3D7_14_v3	38524	0
Pf3D7_14_v3	38530	0
Pf3D7_14_v3	38568	0
Pf3D7_14_v3	38570	0
Pf3D7_14_v3	38600	0.00087550341446324
Pf3D7_14_v3	38601	0
Pf3D7_14_v3	38606	0
Pf3D7_14_v3	38619	0
Pf3D7_14_v3	38632	0
Pf3D7_14_v3	38633	0
Pf3D7_14_v3	38636	0.0188314823756621
Pf3D7_14_v3	38646	0
Pf3D7_14_v3	38701	0.0207658022690417
Pf3D7_14_v3	38734	0.0361970005554493
Pf3D7_14_v3	38736	0
Pf3D7_14_v3	38737	0.036955726308083
Pf3D7_14_v3	38741	0.0367981101217484
Pf3D7_14_v3	38763	0
Pf3D7_14_v3	38764	0
Pf3D7_14_v3	38768	0
Pf3D7_14_v3	38771	0
Pf3D7_14_v3	38796	0
Pf3D7_14_v3	38812	0
Pf3D7_14_v3	38813	0
Pf3D7_14_v3	38814	0
Pf3D7_14_v3	38821	0
Pf3D7_14_v3	38827	0
Pf3D7_14_v3	38851	0
Pf3D7_14_v3	38852	0
Pf3D7_14_v3	38853	0
Pf3D7_14_v3	38862	0
Pf3D7_14_v3	38899	0
Pf3D7_14_v3	38904	0
Pf3D7_14_v3	38911	0
Pf3D7_14_v3	38912	0
Pf3D7_14_v3	38920	0.354987599889752
Pf3D7_14_v3	38935	0
Pf3D7_14_v3	38936	0
Pf3D7_14_v3	38940	0
Pf3D7_14_v3	38945	0
Pf3D7_14_v3	38964	0
Pf3D7_14_v3	38999	0
Pf3D7_14_v3	39082	0
Pf3D7_14_v3	39087	0
Pf3D7_14_v3	39088	0
Pf3D7_14_v3	39097	0
Pf3D7_14_v3	39098	0
Pf3D7_14_v3	39110	0
Pf3D7_14_v3	39117	0
Pf3D7_14_v3	39119	0
Pf3D7_14_v3	39120	0
Pf3D7_14_v3	39129	0
Pf3D7_14_v3	39137	0
Pf3D7_14_v3	39139	0
Pf3D7_14_v3	39150	0
Pf3D7_14_v3	39152	0
Pf3D7_14_v3	39154	0
Pf3D7_14_v3	39186	0
Pf3D7_14_v3	39187	0
Pf3D7_14_v3	39194	0
Pf3D7_14_v3	39196	0
Pf3D7_14_v3	39227	0
Pf3D7_14_v3	39231	0
Pf3D7_14_v3	39246	0
Pf3D7_14_v3	39249	0
Pf3D7_14_v3	39252	0
Pf3D7_14_v3	39254	0.0161502100840329
Pf3D7_14_v3	39266	0
Pf3D7_14_v3	39273	0
Pf3D7_14_v3	39277	0
Pf3D7_14_v3	39280	0
Pf3D7_14_v3	39303	0
Pf3D7_14_v3	39308	0
Pf3D7_14_v3	39320	0
Pf3D7_14_v3	39346	0
Pf3D7_14_v3	39347	0
Pf3D7_14_v3	39364	0
Pf3D7_14_v3	39367	0
Pf3D7_14_v3	39378	0
Pf3D7_14_v3	39387	0
Pf3D7_14_v3	39395	0
Pf3D7_14_v3	39407	0
Pf3D7_14_v3	39410	0
Pf3D7_14_v3	39415	0
Pf3D7_14_v3	39417	0
Pf3D7_14_v3	39422	0
Pf3D7_14_v3	39433	0
Pf3D7_14_v3	39441	0.0117495277150619
Pf3D7_14_v3	39446	0
Pf3D7_14_v3	39458	0
Pf3D7_14_v3	39464	0.0098728015796478
Pf3D7_14_v3	39477	0.501141738704922
Pf3D7_14_v3	39490	0
Pf3D7_14_v3	39501	0
Pf3D7_14_v3	39521	0
Pf3D7_14_v3	39525	0
Pf3D7_14_v3	39527	0
Pf3D7_14_v3	39533	0
Pf3D7_14_v3	39541	0
Pf3D7_14_v3	39544	0.0562117041115329
Pf3D7_14_v3	39548	0
Pf3D7_14_v3	39556	0
Pf3D7_14_v3	39560	0
Pf3D7_14_v3	39571	0.00303734143291035
Pf3D7_14_v3	39598	0
Pf3D7_14_v3	39602	0
Pf3D7_14_v3	39604	0
Pf3D7_14_v3	39615	0
Pf3D7_14_v3	39616	0.0208537563497005
Pf3D7_14_v3	39624	0
Pf3D7_14_v3	39631	0
Pf3D7_14_v3	39635	0
Pf3D7_14_v3	39650	0
Pf3D7_14_v3	39665	0
Pf3D7_14_v3	39666	0.0600497822028598
Pf3D7_14_v3	39669	0
Pf3D7_14_v3	39670	0
Pf3D7_14_v3	39680	0
Pf3D7_14_v3	39689	0
Pf3D7_14_v3	39691	0
Pf3D7_14_v3	39700	0
Pf3D7_14_v3	39729	0
Pf3D7_14_v3	39739	0
Pf3D7_14_v3	39759	0
Pf3D7_14_v3	39762	0
Pf3D7_14_v3	39770	0
Pf3D7_14_v3	39788	0.0421515501465736
Pf3D7_14_v3	39789	0
Pf3D7_14_v3	39790	0
Pf3D7_14_v3	39796	0
Pf3D7_14_v3	39804	0
Pf3D7_14_v3	39817	0
Pf3D7_14_v3	39829	0
Pf3D7_14_v3	39830	0
Pf3D7_14_v3	39841	0
Pf3D7_14_v3	39851	0
Pf3D7_14_v3	39855	0.0339201564861726
Pf3D7_14_v3	39868	0
Pf3D7_14_v3	39879	0
Pf3D7_14_v3	39889	0.0355826040602356
Pf3D7_14_v3	39896	0
Pf3D7_14_v3	39906	0
Pf3D7_14_v3	39913	0
Pf3D7_14_v3	39921	0
Pf3D7_14_v3	39922	0
Pf3D7_14_v3	39931	0
Pf3D7_14_v3	39945	0
Pf3D7_14_v3	39964	0.279809878073971
Pf3D7_14_v3	39968	0
Pf3D7_14_v3	39969	0
Pf3D7_14_v3	39970	0
Pf3D7_14_v3	39978	0
Pf3D7_14_v3	39980	0
Pf3D7_14_v3	40000	0
Pf3D7_14_v3	40002	0
Pf3D7_14_v3	40004	0
Pf3D7_14_v3	40006	0.37547470292783
Pf3D7_14_v3	40015	0
Pf3D7_14_v3	40018	0.445805006180452
Pf3D7_14_v3	40024	0
Pf3D7_14_v3	40026	0
Pf3D7_14_v3	40032	0
Pf3D7_14_v3	40038	0
Pf3D7_14_v3	40047	0
Pf3D7_14_v3	40061	0.000358023709125612
Pf3D7_14_v3	40069	0
Pf3D7_14_v3	40099	0
Pf3D7_14_v3	40111	0
Pf3D7_14_v3	40127	0
Pf3D7_14_v3	40135	0.34235824258354
Pf3D7_14_v3	40150	0
Pf3D7_14_v3	40153	0.777220973506733
Pf3D7_14_v3	40161	0
Pf3D7_14_v3	40164	0
Pf3D7_14_v3	40177	0
Pf3D7_14_v3	40184	0
Pf3D7_14_v3	40189	0
Pf3D7_14_v3	40190	0
Pf3D7_14_v3	40196	0
Pf3D7_14_v3	40201	0
Pf3D7_14_v3	40203	0
Pf3D7_14_v3	40204	0
Pf3D7_14_v3	40216	0.00633736347700992
Pf3D7_14_v3	40219	0
Pf3D7_14_v3	40252	0
Pf3D7_14_v3	40281	0.0246767437625194
Pf3D7_14_v3	40293	0
Pf3D7_14_v3	40294	0
Pf3D7_14_v3	40297	0
Pf3D7_14_v3	40298	0
Pf3D7_14_v3	40303	0.0251785387291693
Pf3D7_14_v3	40315	0.0265817527343197
Pf3D7_14_v3	40316	0
Pf3D7_14_v3	40318	0
Pf3D7_14_v3	40322	0
Pf3D7_14_v3	40331	0
Pf3D7_14_v3	40332	0
Pf3D7_14_v3	40337	0
Pf3D7_14_v3	40343	0
Pf3D7_14_v3	40352	0
Pf3D7_14_v3	40399	0
Pf3D7_14_v3	40404	0
Pf3D7_14_v3	40413	0
Pf3D7_14_v3	40416	0
Pf3D7_14_v3	40417	0.00758306907486522
Pf3D7_14_v3	40426	0
Pf3D7_14_v3	40431	0
Pf3D7_14_v3	40477	0
Pf3D7_14_v3	40493	0
Pf3D7_14_v3	40508	0
Pf3D7_14_v3	40549	0
Pf3D7_14_v3	40562	0
Pf3D7_14_v3	40590	0
Pf3D7_14_v3	40599	0
Pf3D7_14_v3	40665	0.422275604009774
Pf3D7_14_v3	40828	0
Pf3D7_14_v3	40831	0.0659966263705323
Pf3D7_14_v3	40863	0
Pf3D7_14_v3	40925	0
Pf3D7_14_v3	40941	0
Pf3D7_14_v3	40942	0.0111607142857134
Pf3D7_14_v3	40966	0
Pf3D7_14_v3	41011	0
Pf3D7_14_v3	41025	0
Pf3D7_14_v3	41027	0
Pf3D7_14_v3	41033	0.122184811073691
Pf3D7_14_v3	41044	0
Pf3D7_14_v3	41055	0
Pf3D7_14_v3	41057	0
Pf3D7_14_v3	41109	0.00047010890856378
Pf3D7_14_v3	41134	0
Pf3D7_14_v3	41144	0
Pf3D7_14_v3	41146	0
Pf3D7_14_v3	41148	0
Pf3D7_14_v3	41159	0
Pf3D7_14_v3	41190	0.00322656803336718
Pf3D7_14_v3	41217	0
Pf3D7_14_v3	41238	0
Pf3D7_14_v3	41240	0
Pf3D7_14_v3	41292	0
Pf3D7_14_v3	41328	0.99205276531324
Pf3D7_14_v3	41331	0
Pf3D7_14_v3	41378	0
Pf3D7_14_v3	41379	0
Pf3D7_14_v3	41381	0
Pf3D7_14_v3	41393	0
Pf3D7_14_v3	41407	0
Pf3D7_14_v3	41415	0
Pf3D7_14_v3	41423	0
Pf3D7_14_v3	41424	0
Pf3D7_14_v3	41433	0
Pf3D7_14_v3	41436	0
Pf3D7_14_v3	41449	0
Pf3D7_14_v3	41457	0
Pf3D7_14_v3	41458	0
Pf3D7_14_v3	41465	0
Pf3D7_14_v3	41492	0
Pf3D7_14_v3	41517	0
Pf3D7_14_v3	41522	0
Pf3D7_14_v3	41528	0
Pf3D7_14_v3	41533	0.00127496812579679
Pf3D7_14_v3	41535	0
Pf3D7_14_v3	41542	0
Pf3D7_14_v3	41547	0
Pf3D7_14_v3	41558	0
Pf3D7_14_v3	41578	0
Pf3D7_14_v3	41581	0
Pf3D7_14_v3	41582	0
Pf3D7_14_v3	41593	0
Pf3D7_14_v3	41615	0
Pf3D7_14_v3	41625	0
Pf3D7_14_v3	41634	0
Pf3D7_14_v3	41654	0
Pf3D7_14_v3	41670	0
Pf3D7_14_v3	41671	0
Pf3D7_14_v3	41710	0.0221738679929529
Pf3D7_14_v3	41720	0
Pf3D7_14_v3	41721	0
Pf3D7_14_v3	41722	0
Pf3D7_14_v3	41733	0
Pf3D7_14_v3	41740	0
Pf3D7_14_v3	41741	0
Pf3D7_14_v3	41753	0
Pf3D7_14_v3	41774	0
Pf3D7_14_v3	41820	0
Pf3D7_14_v3	41853	0
Pf3D7_14_v3	41864	0
Pf3D7_14_v3	41885	0
Pf3D7_14_v3	41931	0.0780667271444371
Pf3D7_14_v3	41936	0
Pf3D7_14_v3	41963	0
Pf3D7_14_v3	41986	0
Pf3D7_14_v3	42024	0
Pf3D7_14_v3	42046	0
Pf3D7_14_v3	42101	0
Pf3D7_14_v3	42115	0
Pf3D7_14_v3	42120	0
Pf3D7_14_v3	42125	0.999498926270544
Pf3D7_14_v3	42222	0
Pf3D7_14_v3	42258	0
Pf3D7_14_v3	42270	0
Pf3D7_14_v3	42273	0
Pf3D7_14_v3	42286	0
Pf3D7_14_v3	42307	0.016282599696425
Pf3D7_14_v3	42346	0
Pf3D7_14_v3	42364	0
Pf3D7_14_v3	42366	0
Pf3D7_14_v3	42368	0
Pf3D7_14_v3	42383	0
Pf3D7_14_v3	42397	0
Pf3D7_14_v3	42424	0
Pf3D7_14_v3	42440	0
Pf3D7_14_v3	42461	0
Pf3D7_14_v3	42468	0
Pf3D7_14_v3	42486	0.00384141480031863
Pf3D7_14_v3	42497	0
Pf3D7_14_v3	42501	0
Pf3D7_14_v3	42513	0
Pf3D7_14_v3	42533	0
Pf3D7_14_v3	42540	0
Pf3D7_14_v3	42548	0
Pf3D7_14_v3	42552	0
Pf3D7_14_v3	42555	0
Pf3D7_14_v3	42557	0
Pf3D7_14_v3	42584	0
Pf3D7_14_v3	42585	0
Pf3D7_14_v3	42590	0
Pf3D7_14_v3	42597	0.00182578927348788
Pf3D7_14_v3	42598	0
Pf3D7_14_v3	42600	0
Pf3D7_14_v3	42612	0
Pf3D7_14_v3	42618	0
Pf3D7_14_v3	42659	0
Pf3D7_14_v3	42669	0
Pf3D7_14_v3	42958	0
Pf3D7_14_v3	42986	0
Pf3D7_14_v3	42992	0
Pf3D7_14_v3	43039	0
Pf3D7_14_v3	43040	0
Pf3D7_14_v3	43054	0
Pf3D7_14_v3	43066	0
Pf3D7_14_v3	43072	0
Pf3D7_14_v3	43081	0
Pf3D7_14_v3	43099	0
Pf3D7_14_v3	43105	0
Pf3D7_14_v3	43130	0
Pf3D7_14_v3	43158	0
Pf3D7_14_v3	43219	0.00567364551702048
Pf3D7_14_v3	43227	0
Pf3D7_14_v3	43250	0
Pf3D7_14_v3	43304	0
Pf3D7_14_v3	43307	0
Pf3D7_14_v3	43310	0.0095999999999991
Pf3D7_14_v3	43325	0
Pf3D7_14_v3	43326	0
Pf3D7_14_v3	43327	0
Pf3D7_14_v3	43348	0
Pf3D7_14_v3	43352	0
Pf3D7_14_v3	43366	0
Pf3D7_14_v3	43403	0
Pf3D7_14_v3	43429	9.88142292490021e-05
Pf3D7_14_v3	43485	0
Pf3D7_14_v3	43489	0
Pf3D7_14_v3	43509	0
Pf3D7_14_v3	43641	0
Pf3D7_14_v3	43643	0
Pf3D7_14_v3	43694	0
Pf3D7_14_v3	43705	0
Pf3D7_14_v3	43716	0
Pf3D7_14_v3	43717	0
Pf3D7_14_v3	43736	0
Pf3D7_14_v3	43741	0
Pf3D7_14_v3	43742	0
Pf3D7_14_v3	43744	0
Pf3D7_14_v3	43779	0
Pf3D7_14_v3	43798	0
Pf3D7_14_v3	43825	0
Pf3D7_14_v3	43832	0
Pf3D7_14_v3	43887	0
Pf3D7_14_v3	43914	0
Pf3D7_14_v3	43915	0
Pf3D7_14_v3	43924	0
Pf3D7_14_v3	43972	0
Pf3D7_14_v3	44008	0.787300703195656
Pf3D7_14_v3	44022	0
Pf3D7_14_v3	44024	0
Pf3D7_14_v3	44026	0
Pf3D7_14_v3	44030	0
Pf3D7_14_v3	44046	0
Pf3D7_14_v3	44054	0
Pf3D7_14_v3	44082	0
Pf3D7_14_v3	44102	0.907898277717915
Pf3D7_14_v3	44154	0.0490087232355235
Pf3D7_14_v3	44179	0
Pf3D7_14_v3	44241	0
Pf3D7_14_v3	44255	0
Pf3D7_14_v3	44258	0
Pf3D7_14_v3	44265	0
Pf3D7_14_v3	44279	0
Pf3D7_14_v3	44290	0
Pf3D7_14_v3	44295	0
Pf3D7_14_v3	44313	0
Pf3D7_14_v3	44317	0
Pf3D7_14_v3	44323	0
Pf3D7_14_v3	44429	0
Pf3D7_14_v3	44436	0.00362450163102442
Pf3D7_14_v3	44518	0.0011894142134995
Pf3D7_14_v3	44546	0.0446388515029061
Pf3D7_14_v3	44563	0.00480961923847599
Pf3D7_14_v3	44583	0
Pf3D7_14_v3	44588	0
Pf3D7_14_v3	44599	0
Pf3D7_14_v3	44602	0
Pf3D7_14_v3	44613	0
Pf3D7_14_v3	44620	0
Pf3D7_14_v3	44626	0
Pf3D7_14_v3	44627	0
Pf3D7_14_v3	44629	0
Pf3D7_14_v3	44641	0
Pf3D7_14_v3	44642	0
Pf3D7_14_v3	44651	0
Pf3D7_14_v3	44653	0
Pf3D7_14_v3	44745	0
Pf3D7_14_v3	44760	0
Pf3D7_14_v3	44783	0
Pf3D7_14_v3	44793	0
Pf3D7_14_v3	44796	0
Pf3D7_14_v3	44806	0
Pf3D7_14_v3	44808	0
Pf3D7_14_v3	44822	0
Pf3D7_14_v3	44850	0
Pf3D7_14_v3	44897	0
Pf3D7_14_v3	44909	0
Pf3D7_14_v3	44930	0
Pf3D7_14_v3	44941	0
Pf3D7_14_v3	44943	0.031853560103774
Pf3D7_14_v3	44950	0
Pf3D7_14_v3	44974	0
Pf3D7_14_v3	44979	0
Pf3D7_14_v3	44992	0.000186497575531506
Pf3D7_14_v3	45016	0
Pf3D7_14_v3	45027	0
Pf3D7_14_v3	45034	0
Pf3D7_14_v3	45048	0
Pf3D7_14_v3	45084	0
Pf3D7_14_v3	45096	0
Pf3D7_14_v3	45106	0
Pf3D7_14_v3	45161	0
Pf3D7_14_v3	45196	0
Pf3D7_14_v3	45207	0
Pf3D7_14_v3	45213	0
Pf3D7_14_v3	45214	0
Pf3D7_14_v3	45217	0
Pf3D7_14_v3	45220	0
Pf3D7_14_v3	45224	0
Pf3D7_14_v3	45245	0
Pf3D7_14_v3	45253	0
Pf3D7_14_v3	45256	0
Pf3D7_14_v3	45263	0
Pf3D7_14_v3	45266	0
Pf3D7_14_v3	45270	0
Pf3D7_14_v3	45271	0.132577903682711
Pf3D7_14_v3	45381	0
Pf3D7_14_v3	45398	0
Pf3D7_14_v3	45444	0
Pf3D7_14_v3	45456	0
Pf3D7_14_v3	45471	0
Pf3D7_14_v3	45472	0
Pf3D7_14_v3	45486	0
Pf3D7_14_v3	45502	0
Pf3D7_14_v3	45520	0.135889989750586
Pf3D7_14_v3	45542	0
Pf3D7_14_v3	45558	0
Pf3D7_14_v3	45563	0
Pf3D7_14_v3	45564	0.103259474719813
Pf3D7_14_v3	45567	0
Pf3D7_14_v3	45576	0.105950653120455
Pf3D7_14_v3	45615	0
Pf3D7_14_v3	45617	0
Pf3D7_14_v3	45618	0
Pf3D7_14_v3	45632	0
Pf3D7_14_v3	45704	0
Pf3D7_14_v3	45755	0.0513970334598093
Pf3D7_14_v3	45801	0
Pf3D7_14_v3	45803	0
Pf3D7_14_v3	45842	0
Pf3D7_14_v3	45848	0.707821371070188
Pf3D7_14_v3	45885	0
Pf3D7_14_v3	45901	0
Pf3D7_14_v3	45918	0
Pf3D7_14_v3	45923	0
Pf3D7_14_v3	45928	0
Pf3D7_14_v3	46000	0
Pf3D7_14_v3	46004	0
Pf3D7_14_v3	46094	0
Pf3D7_14_v3	46118	0.000504795557799049
Pf3D7_14_v3	46133	0
Pf3D7_14_v3	46134	0
Pf3D7_14_v3	46137	0
Pf3D7_14_v3	46262	0
Pf3D7_14_v3	46269	0.611519334966183
Pf3D7_14_v3	46306	0
Pf3D7_14_v3	46347	0
Pf3D7_14_v3	46364	0.226374305126604
Pf3D7_14_v3	46375	0
Pf3D7_14_v3	46378	0
Pf3D7_14_v3	46441	0
Pf3D7_14_v3	46442	0
Pf3D7_14_v3	46445	0
Pf3D7_14_v3	46461	0.00576164167324343
Pf3D7_14_v3	46496	0
Pf3D7_14_v3	46542	0
Pf3D7_14_v3	46548	0
Pf3D7_14_v3	46550	0
Pf3D7_14_v3	46559	0
